user_id,age,device_type,sessions_last_30_days,avg_session_duration_minutes,content_views_last_30_days,likes_last_30_days,shares_last_30_days,days_since_last_login,notifications_clicked_last_30_days,churn
U05595,58,Web,14,7.8,20,3,0,29,7,0
U05596,34,iOS,23,16.0,95,22,2,0,13,0
U05597,43,Android,10,9.3,24,2,0,30,1,1
U05598,50,iOS,42,20.7,166,50,13,0,16,0
U05599,54,Android,18,7.3,54,13,3,19,8,0
U05600,54,Web,32,17.6,115,25,3,0,15,0
U05601,34,iOS,11,8.3,27,3,0,25,5,0
U05602,65,iOS,25,12.0,67,12,1,15,13,0
U05603,18,Web,7,4.5,9,2,0,35,5,0
U05604,41,iOS,11,13.5,38,9,3,23,6,0
U05605,47,Android,4,0.5,11,1,0,52,0,1
U05606,20,Android,10,5.1,13,0,0,35,0,1
U05607,39,Android,20,6.0,43,5,0,29,7,0
U05608,46,Web,12,5.4,21,2,0,31,5,0
U05609,47,Web,19,4.7,59,19,1,22,8,0
U05610,23,iOS,16,13.2,46,8,1,20,7,0
U05611,31,Android,6,0.5,12,1,0,41,3,1
U05612,29,Android,11,7.4,32,3,0,36,6,1
U05613,48,Web,6,1.1,12,2,0,45,1,1
U05614,33,Android,17,7.8,50,12,1,32,6,0
U05615,45,iOS,9,6.2,19,3,1,42,5,0
U05616,53,Android,7,7.0,13,3,0,38,2,0
U05617,56,Android,11,1.8,32,5,0,39,5,1
U05618,26,iOS,21,11.0,65,14,3,26,9,0
U05619,61,Web,22,12.7,66,18,2,36,10,0
U05620,25,iOS,20,9.2,61,6,0,28,9,0
U05621,19,iOS,36,18.9,135,49,7,0,13,0
U05622,20,Android,3,8.3,7,2,0,56,2,1
U05623,27,Web,21,13.0,63,14,2,8,15,0
U05624,59,iOS,19,3.7,51,8,0,42,11,0
U05625,27,iOS,6,7.4,16,3,1,45,3,0
U05626,51,iOS,12,5.9,37,11,2,35,7,0
U05627,38,Android,26,11.0,63,5,0,19,9,0
U05628,19,Android,7,3.8,11,2,0,46,3,1
U05629,39,Web,12,7.1,27,3,0,32,5,0
U05630,19,iOS,25,13.7,69,18,1,15,4,0
U05631,40,Android,31,15.4,104,26,8,3,13,0
U05632,44,Android,26,23.4,83,22,2,5,11,0
U05633,43,Web,14,5.5,23,2,0,29,7,0
U05634,31,iOS,14,8.2,44,11,2,20,6,0
U05635,54,iOS,24,20.8,83,23,1,18,10,0
U05636,46,Android,26,11.0,75,13,2,20,9,0
U05637,30,Web,6,2.7,15,0,0,35,5,1
U05638,38,Web,14,6.8,27,6,1,27,5,0
U05639,23,iOS,24,20.2,82,25,3,4,14,0
U05640,62,Android,9,7.6,18,5,0,30,3,0
U05641,54,iOS,21,12.9,47,11,2,8,11,0
U05642,31,Web,21,12.6,45,11,2,18,3,0
U05643,50,iOS,11,7.2,11,2,0,32,3,0
U05644,50,Web,18,8.6,37,6,1,26,7,0
U05645,47,iOS,19,11.5,75,20,1,4,16,0
U05646,20,Android,25,10.3,68,12,0,24,10,0
U05647,60,iOS,21,6.4,57,5,0,46,3,0
U05648,63,Web,14,5.9,28,6,1,28,6,1
U05649,64,Android,22,15.5,72,16,1,19,17,0
U05650,65,Android,11,0.5,22,1,0,42,2,0
U05651,62,iOS,25,12.3,79,24,3,19,6,0
U05652,53,Android,31,11.4,107,37,4,7,15,0
U05653,20,Web,14,9.2,32,4,0,29,4,0
U05654,40,Android,26,16.9,67,16,2,13,13,0
U05655,29,Android,17,6.2,41,4,0,30,4,0
U05656,28,Android,21,14.7,58,8,1,16,9,0
U05657,57,iOS,5,5.1,11,1,0,35,1,1
U05658,57,iOS,19,11.0,58,10,2,17,5,0
U05659,43,iOS,12,7.5,21,3,0,31,2,0
U05660,53,iOS,34,11.7,117,28,3,8,9,0
U05661,24,Android,36,16.3,125,30,7,2,11,0
U05662,28,iOS,12,6.3,22,5,0,42,6,0
U05663,59,Web,27,11.9,67,14,2,11,14,0
U05664,39,iOS,15,5.4,34,7,1,36,1,0
U05665,44,Android,9,0.5,16,3,1,41,3,0
U05666,40,iOS,16,14.5,57,16,2,16,8,0
U05667,27,Android,13,11.5,35,8,1,20,6,0
U05668,57,Android,12,7.7,33,6,0,28,4,0
U05669,54,Android,14,10.9,31,7,0,32,5,0
U05670,50,Android,15,5.7,33,3,0,51,3,1
U05671,34,Android,21,10.5,61,15,1,15,6,0
U05672,48,iOS,31,11.0,114,31,8,3,16,0
U05673,63,Android,15,9.3,33,5,1,20,7,0
U05674,49,iOS,17,8.7,35,9,0,35,8,0
U05675,41,Web,16,3.1,45,10,1,28,7,0
U05676,30,iOS,16,9.5,50,2,0,29,7,0
U05677,43,iOS,20,8.1,56,10,1,30,2,0
U05678,35,iOS,20,12.8,68,15,4,11,5,0
U05679,47,Android,14,7.7,24,3,0,30,4,0
U05680,20,Android,22,4.9,57,8,1,27,7,0
U05681,27,iOS,15,6.4,39,6,1,27,2,0
U05682,55,Web,4,2.8,4,0,0,50,0,1
U05683,36,Web,13,5.4,27,3,0,56,4,1
U05684,38,Web,35,14.3,141,36,14,1,14,0
U05685,44,iOS,11,4.9,16,2,2,36,1,0
U05686,39,iOS,13,11.6,33,6,1,20,6,0
U05687,54,Web,13,9.2,23,2,0,41,5,0
U05688,29,Web,10,7.3,22,6,0,28,8,0
U05689,54,iOS,15,2.3,26,6,1,38,6,0
U05690,28,Web,17,14.5,30,7,1,29,7,0
U05691,35,Web,22,15.3,64,16,1,21,16,0
U05692,46,iOS,8,5.9,26,5,0,43,1,0
U05693,60,Android,20,6.6,35,4,0,33,6,0
U05694,29,Android,18,13.9,51,8,0,24,13,0
U05695,46,iOS,8,3.2,20,2,0,36,3,0
U05696,21,Android,7,5.0,21,3,0,38,3,1
U05697,21,iOS,17,7.8,39,7,1,28,1,0
U05698,54,iOS,23,10.2,65,9,2,26,4,0
U05699,52,Web,7,0.5,5,1,0,44,3,1
U05700,36,Web,18,12.7,71,24,8,17,11,0
U05701,47,iOS,17,11.8,48,12,3,24,7,0
U05702,36,Android,21,10.9,63,12,2,9,12,0
U05703,31,Android,29,13.6,95,29,2,15,8,0
U05704,38,iOS,13,10.6,35,4,1,35,6,0
U05705,32,Android,23,17.1,80,24,2,13,13,0
U05706,57,iOS,18,9.4,37,6,0,19,6,0
U05707,37,Web,9,7.8,24,6,1,26,3,0
U05708,33,iOS,20,9.5,50,12,2,18,3,0
U05709,43,iOS,14,7.0,43,8,0,20,4,0
U05710,54,iOS,29,18.2,112,29,4,0,10,0
U05711,31,Web,26,14.6,90,24,3,13,11,0
U05712,63,Android,9,6.5,22,1,0,46,3,1
U05713,40,iOS,13,13.0,38,8,0,22,10,0
U05714,49,Android,30,14.8,95,26,4,9,21,0
U05715,63,iOS,22,13.0,65,11,1,20,7,0
U05716,38,Android,13,3.3,27,1,0,32,3,1
U05717,27,iOS,20,13.8,71,16,1,15,17,0
U05718,53,iOS,25,9.7,90,22,3,9,9,0
U05719,18,Android,24,13.5,82,26,0,10,10,0
U05720,39,iOS,19,13.3,58,14,1,27,11,0
U05721,65,Android,28,17.4,95,34,13,1,19,0
U05722,37,Android,18,9.2,46,13,1,26,4,0
U05723,50,Android,18,5.9,48,4,0,35,3,0
U05724,43,Android,31,17.9,123,41,9,3,21,0
U05725,28,Web,14,8.0,31,8,1,26,4,0
U05726,33,Web,2,2.0,5,1,0,46,1,1
U05727,43,iOS,14,7.9,24,0,0,34,9,0
U05728,23,iOS,14,12.8,33,7,1,26,5,0
U05729,37,iOS,24,14.2,50,9,0,22,10,0
U05730,37,Web,22,5.3,50,4,1,37,5,1
U05731,58,iOS,35,11.9,102,31,2,5,17,0
U05732,23,Android,30,13.8,91,22,6,5,9,0
U05733,58,iOS,28,15.2,92,27,7,0,16,0
U05734,37,Web,16,6.3,53,9,0,17,12,0
U05735,49,Android,11,7.8,37,7,1,31,6,1
U05736,44,iOS,21,9.7,55,19,4,41,5,0
U05737,32,Android,14,9.0,34,4,0,35,7,0
U05738,62,Android,41,15.3,146,42,9,0,17,0
U05739,28,iOS,19,10.3,59,9,1,22,9,0
U05740,19,Android,9,3.4,17,2,0,34,4,0
U05741,54,Web,10,4.8,25,3,0,31,5,0
U05742,47,iOS,15,16.3,42,4,1,21,8,0
U05743,60,Android,19,4.0,59,11,0,32,5,0
U05744,39,Web,11,13.0,15,1,0,33,2,0
U05745,18,iOS,22,3.4,48,14,0,27,5,0
U05746,18,iOS,20,6.0,45,8,1,34,5,0
U05747,38,iOS,13,5.1,26,7,0,38,8,0
U05748,29,Web,25,9.8,81,25,1,19,9,0
U05749,62,Android,7,0.5,15,3,0,41,2,1
U05750,23,Android,23,14.2,67,15,2,18,8,0
U05751,60,Android,22,7.0,54,10,1,27,14,0
U05752,28,Android,23,13.0,69,21,3,36,11,0
U05753,23,iOS,25,20.9,107,26,6,5,8,0
U05754,31,Android,24,10.9,76,20,4,23,10,0
U05755,24,iOS,10,7.7,25,6,0,43,5,0
U05756,37,iOS,22,8.7,71,18,3,22,4,0
U05757,33,Web,16,8.7,40,3,0,27,5,0
U05758,43,iOS,19,12.2,60,17,3,21,13,0
U05759,43,Web,9,0.5,23,1,0,40,2,1
U05760,18,Web,13,7.6,27,1,0,38,3,0
U05761,23,Android,29,15.1,97,20,3,5,11,0
U05762,25,iOS,12,7.9,29,5,1,30,4,0
U05763,27,Android,8,6.5,24,4,1,35,1,0
U05764,22,Web,23,15.7,68,16,0,23,9,0
U05765,33,iOS,9,6.0,24,4,1,35,6,1
U05766,44,Android,15,9.8,37,9,1,41,9,0
U05767,32,Android,14,7.2,25,2,0,30,5,1
U05768,33,Android,22,12.5,74,15,2,21,11,0
U05769,40,Web,6,3.1,13,0,0,35,4,1
U05770,44,iOS,12,7.3,28,8,1,30,8,0
U05771,33,Android,6,0.5,12,3,0,48,1,1
U05772,28,Android,16,9.7,47,7,1,16,8,0
U05773,37,Android,16,4.9,38,7,1,26,6,0
U05774,19,iOS,18,11.6,42,5,1,29,8,0
U05775,41,Android,15,8.5,47,9,0,25,3,0
U05776,63,Android,14,8.9,39,5,1,25,6,0
U05777,37,Web,11,3.7,24,2,0,43,2,1
U05778,23,iOS,20,9.7,60,16,2,21,8,0
U05779,51,iOS,13,8.8,38,7,3,29,8,0
U05780,24,iOS,12,6.2,20,2,0,33,3,0
U05781,27,iOS,42,13.2,142,44,6,0,14,0
U05782,25,iOS,25,11.8,71,15,2,13,10,0
U05783,60,Android,25,14.7,71,20,4,10,12,0
U05784,65,Android,21,12.2,81,20,1,18,10,0
U05785,45,Web,8,8.5,13,0,0,42,2,1
U05786,47,Web,8,4.9,12,1,0,40,5,1
U05787,48,iOS,15,5.2,25,2,0,37,1,0
U05788,47,Android,18,9.7,34,2,0,29,6,0
U05789,44,Android,25,10.6,86,22,4,12,9,0
U05790,65,Android,38,18.5,119,24,4,0,12,0
U05791,53,Web,5,0.5,12,1,0,42,3,1
U05792,22,Web,9,2.4,20,2,0,39,2,0
U05793,36,iOS,8,10.0,23,6,0,29,2,0
U05794,64,Web,28,10.0,78,14,0,9,7,0
U05795,37,Android,22,12.6,60,11,1,27,8,0
U05796,27,iOS,20,8.7,44,5,2,32,3,0
U05797,59,Android,9,5.5,24,2,0,42,2,0
U05798,47,Android,9,4.7,20,2,0,37,1,1
U05799,45,Web,5,2.9,15,3,0,44,3,1
U05800,38,Web,5,2.3,9,0,0,43,2,1
U05801,23,Android,17,12.1,41,6,1,21,8,0
U05802,36,Android,22,13.7,63,12,2,31,12,0
U05803,38,iOS,19,10.5,45,6,0,19,8,0
U05804,62,Android,28,11.0,107,24,6,8,12,0
U05805,32,iOS,23,12.9,67,23,3,9,14,0
U05806,25,iOS,34,17.1,106,31,5,0,22,0
U05807,38,Android,9,6.2,20,1,0,42,2,1
U05808,65,Android,6,3.0,5,0,1,49,2,0
U05809,41,Android,15,11.6,33,4,0,27,9,0
U05810,36,Web,17,4.9,44,8,0,30,7,0
U05811,50,Android,8,0.9,10,2,0,41,4,1
U05812,49,iOS,6,8.8,15,0,0,40,4,1
U05813,32,Android,38,15.1,149,44,7,1,13,0
U05814,64,iOS,36,12.5,115,35,3,4,10,0
U05815,46,Android,15,7.1,41,4,0,33,4,0
U05816,20,Android,27,17.6,94,28,6,10,13,0
U05817,37,iOS,18,9.4,48,11,2,24,3,0
U05818,62,iOS,35,6.6,111,23,3,8,14,0
U05819,36,Android,23,13.9,81,22,3,10,10,0
U05820,45,Android,7,2.0,18,0,0,45,4,1
U05821,47,Web,31,17.0,108,31,3,15,12,0
U05822,51,Android,23,4.7,51,7,0,25,3,0
U05823,59,Android,13,8.8,33,7,0,30,7,0
U05824,25,Android,33,14.1,104,28,5,4,12,0
U05825,42,Android,27,13.0,77,21,6,10,9,0
U05826,43,iOS,19,11.6,47,9,2,26,6,0
U05827,25,iOS,26,13.4,93,21,2,10,11,0
U05828,50,iOS,13,7.0,21,6,3,36,11,0
U05829,23,iOS,26,16.5,73,18,0,14,17,0
U05830,39,Android,8,7.9,20,3,0,37,4,0
U05831,33,iOS,22,13.5,74,14,3,23,9,0
U05832,25,Android,15,11.1,28,5,1,26,12,0
U05833,57,Android,28,16.9,69,10,3,16,10,0
U05834,29,iOS,15,9.5,39,9,0,45,6,0
U05835,30,Android,13,4.8,27,4,1,53,4,0
U05836,59,Android,14,10.5,36,6,2,29,4,0
U05837,60,Android,14,5.7,30,2,1,32,5,0
U05838,19,iOS,17,12.1,43,11,3,27,8,0
U05839,31,Android,5,7.6,16,3,0,38,4,0
U05840,52,iOS,24,6.5,54,10,1,24,7,0
U05841,55,iOS,26,11.8,68,17,1,12,16,0
U05842,65,iOS,27,12.2,75,13,2,13,11,0
U05843,44,Android,8,2.4,16,1,0,37,1,0
U05844,18,Web,21,5.9,56,10,1,24,9,0
U05845,59,Android,21,7.8,42,7,2,24,5,0
U05846,25,Web,4,2.1,11,2,0,46,1,1
U05847,23,iOS,20,13.5,57,11,1,14,10,0
U05848,50,Android,6,4.2,7,2,0,41,2,0
U05849,46,iOS,14,8.6,34,5,0,24,7,0
U05850,20,iOS,16,8.5,35,9,3,33,8,1
U05851,26,iOS,12,6.5,32,10,1,27,7,1
U05852,46,Android,36,14.0,148,44,9,0,12,0
U05853,30,iOS,18,7.8,45,7,0,25,11,0
U05854,50,iOS,19,10.6,56,10,0,28,7,0
U05855,37,Web,11,3.8,18,1,0,40,1,0
U05856,46,Android,33,8.0,95,25,5,13,7,0
U05857,40,iOS,26,6.3,54,12,0,25,4,0
U05858,35,iOS,30,16.1,129,36,8,0,15,0
U05859,34,iOS,13,6.1,40,6,1,24,7,0
U05860,51,iOS,23,9.1,60,14,0,25,12,0
U05861,42,Android,35,21.1,131,43,6,3,20,0
U05862,46,iOS,11,5.3,24,2,0,47,2,1
U05863,45,Android,15,12.7,49,8,1,20,9,0
U05864,27,Android,3,0.5,6,0,0,41,4,1
U05865,61,iOS,28,14.2,85,19,1,7,13,0
U05866,45,Android,10,10.4,18,3,0,30,8,0
U05867,52,Android,18,9.5,45,7,0,17,7,0
U05868,60,Android,24,7.9,66,15,3,17,7,0
U05869,62,iOS,22,11.0,61,9,3,24,16,0
U05870,50,Web,15,9.5,34,5,0,36,1,0
U05871,55,iOS,6,1.1,12,4,1,43,3,0
U05872,40,Android,8,2.4,21,4,0,39,3,1
U05873,53,Web,25,7.6,55,7,0,17,12,0
U05874,33,Android,18,8.5,35,6,0,37,10,0
U05875,52,Web,26,11.8,86,21,4,8,10,0
U05876,22,iOS,24,10.4,65,12,0,18,11,0
U05877,61,Android,19,10.0,48,10,2,26,9,0
U05878,29,iOS,24,12.4,88,27,6,18,14,0
U05879,49,Android,29,9.1,96,27,6,17,11,0
U05880,18,iOS,25,11.1,64,11,3,24,10,0
U05881,25,Android,20,11.3,60,8,1,23,4,0
U05882,65,Web,7,6.4,19,1,0,45,2,1
U05883,58,iOS,27,13.7,94,25,7,17,12,0
U05884,28,Web,15,11.6,44,8,0,25,10,0
U05885,24,Web,17,9.8,50,8,1,28,6,0
U05886,57,Android,21,13.0,64,19,2,15,11,0
U05887,65,iOS,32,14.4,113,38,7,5,11,0
U05888,26,Web,26,9.7,85,19,5,14,15,0
U05889,49,Android,15,9.8,33,7,0,22,5,0
U05890,31,Android,21,11.6,57,10,2,17,8,1
U05891,53,Android,13,8.0,33,3,0,33,5,0
U05892,38,Android,18,4.6,53,5,1,32,2,0
U05893,24,Web,27,5.2,60,9,1,23,3,1
U05894,33,iOS,28,14.7,100,21,3,1,21,0
U05895,43,iOS,21,10.5,68,14,2,20,8,0
U05896,56,Web,8,3.7,19,0,0,46,5,1
U05897,19,Android,15,4.9,37,6,1,38,7,0
U05898,63,iOS,20,13.9,40,3,2,20,13,0
U05899,49,Android,9,6.8,19,7,0,36,9,0
U05900,60,Android,30,9.9,100,25,4,13,7,0
U05901,62,Android,5,2.1,7,0,0,45,1,0
U05902,25,Android,11,4.7,27,2,0,38,3,0
U05903,22,Android,8,9.5,18,2,0,36,2,1
U05904,55,iOS,20,9.6,46,8,3,23,13,0
U05905,27,Android,37,15.0,106,23,4,18,12,0
U05906,25,Android,23,8.1,57,15,2,44,6,0
U05907,40,iOS,11,6.4,21,0,0,32,3,0
U05908,61,Android,22,12.6,62,12,2,16,12,0
U05909,56,Web,16,6.8,41,12,0,41,3,0
U05910,42,Web,17,7.0,43,6,0,32,12,0
U05911,27,iOS,13,4.9,39,5,0,35,7,1
U05912,34,iOS,16,7.1,39,8,1,28,7,0
U05913,51,iOS,48,18.5,186,54,8,0,22,0
U05914,25,iOS,23,15.0,81,21,5,17,11,0
U05915,43,Web,23,10.9,82,10,0,12,11,0
U05916,18,Web,4,7.4,4,0,0,48,1,1
U05917,33,Android,9,6.2,22,3,0,42,1,1
U05918,29,iOS,14,8.8,36,6,0,28,5,0
U05919,50,Web,19,13.4,56,12,3,26,5,0
U05920,61,Android,30,8.4,77,13,2,25,8,0
U05921,25,iOS,4,2.5,8,0,1,43,0,1
U05922,56,iOS,22,16.7,65,15,1,17,3,0
U05923,49,iOS,20,10.5,63,10,1,23,8,0
U05924,64,Android,11,11.3,38,12,2,29,5,1
U05925,61,Android,15,5.9,37,3,0,32,2,1
U05926,22,Android,45,17.9,196,53,14,0,22,0
U05927,53,iOS,37,12.1,127,34,4,4,8,0
U05928,46,Web,17,13.5,36,6,1,26,5,0
U05929,23,Web,16,8.0,40,6,1,25,8,0
U05930,30,Android,20,7.0,61,8,1,30,10,0
U05931,62,Android,9,10.1,16,2,0,38,6,1
U05932,44,iOS,22,7.0,60,14,2,30,5,0
U05933,34,iOS,24,16.0,71,23,5,7,6,0
U05934,33,iOS,22,12.8,63,8,1,22,8,0
U05935,58,Android,16,12.4,42,7,0,20,9,1
U05936,31,Android,44,14.6,166,52,8,0,17,0
U05937,25,iOS,22,11.9,53,9,0,23,5,0
U05938,45,iOS,17,5.8,40,11,0,28,4,0
U05939,65,Android,7,2.8,12,0,0,41,4,1
U05940,26,Web,12,10.1,34,6,0,36,6,0
U05941,30,iOS,17,4.7,40,9,3,22,8,0
U05942,40,Web,3,1.0,10,1,0,44,0,1
U05943,27,iOS,10,3.7,21,6,0,34,4,0
U05944,49,iOS,24,10.9,63,10,0,16,4,0
U05945,30,Web,13,4.2,31,5,1,37,5,0
U05946,24,Web,18,15.3,69,19,3,10,8,0
U05947,30,Web,5,1.2,7,1,0,44,2,1
U05948,62,Web,8,5.0,16,2,0,36,5,1
U05949,62,iOS,29,13.9,91,23,4,11,14,0
U05950,42,Android,10,0.5,27,6,0,38,3,1
U05951,37,Android,26,10.8,89,26,5,12,8,0
U05952,57,Web,16,13.6,44,12,0,21,7,0
U05953,27,Android,22,5.7,57,14,1,32,5,0
U05954,49,iOS,21,6.9,71,16,1,35,9,0
U05955,50,Web,10,5.0,19,2,0,32,6,1
U05956,52,Web,22,11.3,53,6,0,25,9,0
U05957,28,Web,28,11.5,111,38,8,5,10,0
U05958,52,iOS,26,14.6,91,28,0,6,14,0
U05959,47,iOS,12,12.7,41,14,5,35,5,0
U05960,60,Web,23,14.7,77,18,1,12,12,0
U05961,26,Android,20,10.1,63,17,3,17,11,0
U05962,47,Android,8,8.3,21,4,0,35,4,1
U05963,57,Web,21,11.8,71,16,4,12,9,0
U05964,31,iOS,27,13.9,80,19,5,13,8,0
U05965,53,iOS,19,7.5,53,9,1,28,12,0
U05966,22,Android,1,4.4,3,0,0,47,0,1
U05967,52,iOS,22,9.0,52,8,0,18,10,0
U05968,47,Web,23,11.0,80,15,1,25,5,0
U05969,27,iOS,10,1.8,23,3,0,31,3,1
U05970,21,Android,24,15.1,67,19,4,24,9,0
U05971,53,iOS,29,18.6,129,27,7,7,10,0
U05972,29,Web,14,4.8,28,2,0,28,6,0
U05973,41,Web,29,16.9,88,17,2,12,8,0
U05974,20,Android,12,3.3,25,3,0,33,2,1
U05975,64,iOS,10,3.8,31,3,0,29,10,0
U05976,44,Android,19,11.0,54,11,3,18,6,0
U05977,62,iOS,17,9.7,47,9,1,24,7,0
U05978,25,Android,18,10.9,47,6,2,24,4,0
U05979,27,iOS,4,7.7,11,1,0,38,3,0
U05980,47,iOS,21,11.4,64,18,5,9,11,0
U05981,47,Android,26,16.6,84,17,4,14,9,0
U05982,55,Android,23,8.3,72,13,1,26,9,0
U05983,62,Android,11,8.7,13,0,0,31,5,0
U05984,57,Android,14,7.4,39,3,0,34,3,1
U05985,24,iOS,29,14.5,92,27,5,1,12,0
U05986,32,Android,10,4.1,21,5,0,34,2,0
U05987,61,Android,23,17.6,69,15,1,2,16,0
U05988,44,Web,23,12.1,54,11,1,21,6,0
U05989,59,Android,6,3.1,15,4,2,43,5,0
U05990,45,Web,23,9.4,65,19,2,33,13,0
U05991,20,iOS,18,4.9,42,6,0,24,5,0
U05992,40,iOS,30,14.8,130,40,7,1,5,0
U05993,57,iOS,12,8.3,27,2,0,35,1,0
U05994,49,Android,32,10.7,95,30,5,6,14,0
U05995,24,Web,18,14.2,53,13,1,23,8,0
U05996,28,Web,7,8.4,20,4,0,39,2,1
U05997,59,Android,7,0.5,9,0,0,40,2,1
U05998,65,iOS,21,6.0,50,9,0,29,6,0
U05999,54,iOS,17,8.3,40,6,0,36,6,1
U06000,22,Web,32,11.9,97,22,3,10,9,0
U06001,47,Web,5,4.5,12,2,0,46,1,1
U06002,57,Android,3,4.2,6,1,0,47,3,0
U06003,48,Web,39,16.0,140,48,5,11,10,0
U06004,46,Web,25,6.4,69,14,2,21,9,0
U06005,40,iOS,28,15.3,114,32,7,4,9,0
U06006,29,Android,22,19.3,88,19,5,14,10,0
U06007,31,Web,8,4.4,11,1,0,37,4,1
U06008,53,iOS,20,14.0,58,9,0,21,9,0
U06009,21,Android,33,15.9,99,24,5,5,14,0
U06010,22,Web,29,17.1,116,29,7,11,9,0
U06011,37,iOS,4,4.2,13,3,0,38,2,0
U06012,55,Web,20,13.5,60,12,1,17,11,0
U06013,49,iOS,20,10.6,59,14,0,35,9,0
U06014,46,Android,3,2.5,1,0,0,51,1,1
U06015,43,Web,19,9.8,49,6,1,29,9,0
U06016,23,iOS,15,2.6,28,4,0,29,4,0
U06017,33,iOS,36,16.6,131,36,8,0,16,0
U06018,21,Android,13,14.8,30,4,1,25,7,0
U06019,54,Android,25,15.3,57,7,0,15,13,0
U06020,54,iOS,20,11.2,57,13,2,19,9,0
U06021,30,Android,7,2.3,23,1,0,38,4,0
U06022,32,Web,24,14.6,82,20,4,16,10,0
U06023,33,Web,20,13.2,50,12,3,13,15,0
U06024,60,iOS,34,14.0,115,23,2,8,12,0
U06025,41,Android,3,3.7,5,0,0,43,7,1
U06026,54,iOS,15,15.7,44,11,0,18,10,0
U06027,39,Android,23,12.4,65,17,5,14,15,0
U06028,51,Web,20,8.4,46,8,1,31,8,0
U06029,43,iOS,17,4.4,55,6,0,28,4,0
U06030,31,Web,24,12.8,86,24,5,8,12,0
U06031,60,Android,8,3.4,14,4,1,39,5,1
U06032,52,Android,17,8.4,37,5,0,26,3,0
U06033,54,Web,24,14.6,74,22,1,16,7,0
U06034,63,iOS,24,9.8,73,10,2,13,13,0
U06035,29,Web,8,3.0,16,0,1,48,5,1
U06036,22,Web,21,10.5,48,6,0,24,9,0
U06037,45,iOS,30,6.0,79,19,2,20,5,0
U06038,33,iOS,28,10.7,84,21,2,14,4,0
U06039,38,iOS,10,4.9,24,1,0,39,1,1
U06040,29,Web,10,3.4,22,3,0,34,6,0
U06041,37,Web,12,3.2,15,1,0,38,5,0
U06042,36,Android,18,6.5,39,5,0,23,6,0
U06043,34,iOS,19,5.1,53,11,1,24,6,0
U06044,53,Android,14,2.3,33,6,0,41,3,0
U06045,46,iOS,41,14.2,144,37,11,0,20,0
U06046,40,Web,9,11.1,20,3,0,32,0,0
U06047,23,Web,10,7.0,29,4,0,23,2,0
U06048,45,Android,19,12.4,48,12,4,14,15,0
U06049,26,Android,17,8.5,50,8,3,26,9,0
U06050,33,Android,21,16.9,56,12,0,14,7,0
U06051,37,Android,13,4.1,37,2,1,26,10,0
U06052,24,Android,33,13.3,104,22,6,6,25,0
U06053,36,Web,18,8.4,43,4,1,30,6,0
U06054,30,Android,12,5.4,24,1,0,32,1,1
U06055,58,Android,25,8.4,75,8,2,20,2,0
U06056,59,iOS,6,5.8,20,3,0,38,5,0
U06057,18,Android,25,10.7,87,28,4,3,10,0
U06058,46,Android,10,7.8,28,4,1,26,5,0
U06059,48,Web,10,4.5,21,3,0,35,9,0
U06060,36,Android,25,10.4,69,17,1,21,5,0
U06061,40,Android,15,2.5,42,7,0,30,5,0
U06062,55,iOS,8,3.0,18,4,0,40,3,1
U06063,36,Android,18,6.8,44,11,2,25,3,0
U06064,21,Android,4,0.9,4,0,1,52,3,1
U06065,35,Android,17,5.3,39,10,0,31,4,0
U06066,30,Android,11,6.6,24,2,0,30,5,0
U06067,36,Web,20,17.1,65,16,2,10,16,0
U06068,29,Android,31,12.5,102,26,0,26,8,0
U06069,25,Android,7,4.8,19,2,0,32,5,0
U06070,65,Android,17,8.2,53,10,1,19,3,0
U06071,24,Web,6,0.5,14,1,0,46,1,0
U06072,51,Android,21,14.3,58,14,0,14,10,0
U06073,52,Web,4,2.1,8,1,0,40,5,1
U06074,47,Android,25,11.4,80,16,4,6,11,0
U06075,61,Web,18,13.3,62,18,5,16,11,0
U06076,18,Android,6,4.8,18,2,0,38,6,0
U06077,32,Android,17,6.4,48,15,0,26,2,0
U06078,26,iOS,39,19.2,163,47,9,0,11,0
U06079,45,Android,11,6.2,27,5,0,29,4,0
U06080,48,iOS,24,15.5,86,21,8,24,10,0
U06081,61,iOS,25,12.7,88,22,5,27,13,0
U06082,36,iOS,21,11.2,61,18,5,14,10,0
U06083,29,Android,7,7.9,14,1,0,31,3,0
U06084,62,iOS,36,13.0,115,28,4,0,25,0
U06085,50,Android,25,9.9,86,20,1,20,15,0
U06086,54,Web,2,2.5,4,1,0,43,0,1
U06087,39,iOS,13,7.2,23,3,0,30,1,0
U06088,39,iOS,24,13.0,62,12,2,20,8,0
U06089,36,Web,10,9.0,19,2,0,37,2,1
U06090,53,iOS,14,4.2,32,7,1,28,15,0
U06091,28,iOS,25,13.4,64,13,3,6,11,0
U06092,64,Android,16,9.3,40,7,1,21,8,0
U06093,26,iOS,16,10.3,40,6,0,31,5,0
U06094,40,Android,20,12.7,64,22,5,15,11,0
U06095,33,Android,15,0.6,16,4,1,35,3,0
U06096,48,Web,9,3.0,16,2,1,52,3,0
U06097,50,Android,6,1.1,8,1,0,44,1,0
U06098,62,iOS,26,13.6,82,21,3,11,10,0
U06099,55,Android,22,18.1,68,9,0,11,8,0
U06100,29,Android,14,5.8,36,3,0,36,9,0
U06101,27,Web,23,15.4,66,16,4,7,17,0
U06102,60,Android,25,14.6,74,14,2,13,7,0
