user_id,age,device_type,sessions_last_30_days,avg_session_duration_minutes,content_views_last_30_days,likes_last_30_days,shares_last_30_days,days_since_last_login,notifications_clicked_last_30_days,churn,cluster,cluster_name
U05973,41,Web,29,16.9,88,17,2,12,8,0,2,Steady Engagers
U05974,20,Android,12,3.3,25,3,0,33,2,1,3,At-Risk/Dormant
U05975,64,iOS,10,3.8,31,3,0,29,10,0,3,At-Risk/Dormant
U05976,44,Android,19,11.0,54,11,3,18,6,0,1,Casual Browsers
U05977,62,iOS,17,9.7,47,9,1,24,7,0,1,Casual Browsers
U05978,25,Android,18,10.9,47,6,2,24,4,0,1,Casual Browsers
U05979,27,iOS,4,7.7,11,1,0,38,3,0,3,At-Risk/Dormant
U05980,47,iOS,21,11.4,64,18,5,9,11,0,2,Steady Engagers
U05981,47,Android,26,16.6,84,17,4,14,9,0,2,Steady Engagers
U05982,55,Android,23,8.3,72,13,1,26,9,0,1,Casual Browsers
U05983,62,Android,11,8.7,13,0,0,31,5,0,3,At-Risk/Dormant
U05984,57,Android,14,7.4,39,3,0,34,3,1,3,At-Risk/Dormant
U05985,24,iOS,29,14.5,92,27,5,1,12,0,0,Power Users
U05986,32,Android,10,4.1,21,5,0,34,2,0,3,At-Risk/Dormant
U05987,61,Android,23,17.6,69,15,1,2,16,0,2,Steady Engagers
U05988,44,Web,23,12.1,54,11,1,21,6,0,1,Casual Browsers
U05989,59,Android,6,3.1,15,4,2,43,5,0,3,At-Risk/Dormant
U05990,45,Web,23,9.4,65,19,2,33,13,0,2,Steady Engagers
U05991,20,iOS,18,4.9,42,6,0,24,5,0,1,Casual Browsers
U05992,40,iOS,30,14.8,130,40,7,1,5,0,0,Power Users
U05993,57,iOS,12,8.3,27,2,0,35,1,0,3,At-Risk/Dormant
U05994,49,Android,32,10.7,95,30,5,6,14,0,0,Power Users
U05995,24,Web,18,14.2,53,13,1,23,8,0,1,Casual Browsers
U05996,28,Web,7,8.4,20,4,0,39,2,1,3,At-Risk/Dormant
U05997,59,Android,7,0.5,9,0,0,40,2,1,3,At-Risk/Dormant
U05998,65,iOS,21,6.0,50,9,0,29,6,0,1,Casual Browsers
U05999,54,iOS,17,8.3,40,6,0,36,6,1,1,Casual Browsers
U06000,22,Web,32,11.9,97,22,3,10,9,0,2,Steady Engagers
U06001,47,Web,5,4.5,12,2,0,46,1,1,3,At-Risk/Dormant
U06002,57,Android,3,4.2,6,1,0,47,3,0,3,At-Risk/Dormant
U06003,48,Web,39,16.0,140,48,5,11,10,0,0,Power Users
U06004,46,Web,25,6.4,69,14,2,21,9,0,2,Steady Engagers
U06005,40,iOS,28,15.3,114,32,7,4,9,0,0,Power Users
U06006,29,Android,22,19.3,88,19,5,14,10,0,2,Steady Engagers
U06007,31,Web,8,4.4,11,1,0,37,4,1,3,At-Risk/Dormant
U06008,53,iOS,20,14.0,58,9,0,21,9,0,1,Casual Browsers
U06009,21,Android,33,15.9,99,24,5,5,14,0,0,Power Users
U06010,22,Web,29,17.1,116,29,7,11,9,0,0,Power Users
U06011,37,iOS,4,4.2,13,3,0,38,2,0,3,At-Risk/Dormant
U06012,55,Web,20,13.5,60,12,1,17,11,0,2,Steady Engagers
U06013,49,iOS,20,10.6,59,14,0,35,9,0,1,Casual Browsers
U06014,46,Android,3,2.5,1,0,0,51,1,1,3,At-Risk/Dormant
U06015,43,Web,19,9.8,49,6,1,29,9,0,1,Casual Browsers
U06016,23,iOS,15,2.6,28,4,0,29,4,0,3,At-Risk/Dormant
U06017,33,iOS,36,16.6,131,36,8,0,16,0,0,Power Users
U06018,21,Android,13,14.8,30,4,1,25,7,0,1,Casual Browsers
U06019,54,Android,25,15.3,57,7,0,15,13,0,2,Steady Engagers
U06020,54,iOS,20,11.2,57,13,2,19,9,0,2,Steady Engagers
U06021,30,Android,7,2.3,23,1,0,38,4,0,3,At-Risk/Dormant
U06022,32,Web,24,14.6,82,20,4,16,10,0,2,Steady Engagers
U06023,33,Web,20,13.2,50,12,3,13,15,0,2,Steady Engagers
U06024,60,iOS,34,14.0,115,23,2,8,12,0,2,Steady Engagers
U06025,41,Android,3,3.7,5,0,0,43,7,1,3,At-Risk/Dormant
U06026,54,iOS,15,15.7,44,11,0,18,10,0,1,Casual Browsers
U06027,39,Android,23,12.4,65,17,5,14,15,0,2,Steady Engagers
U06028,51,Web,20,8.4,46,8,1,31,8,0,1,Casual Browsers
U06029,43,iOS,17,4.4,55,6,0,28,4,0,1,Casual Browsers
U06030,31,Web,24,12.8,86,24,5,8,12,0,2,Steady Engagers
U06031,60,Android,8,3.4,14,4,1,39,5,1,3,At-Risk/Dormant
U06032,52,Android,17,8.4,37,5,0,26,3,0,1,Casual Browsers
U06033,54,Web,24,14.6,74,22,1,16,7,0,2,Steady Engagers
U06034,63,iOS,24,9.8,73,10,2,13,13,0,2,Steady Engagers
U06035,29,Web,8,3.0,16,0,1,48,5,1,3,At-Risk/Dormant
U06036,22,Web,21,10.5,48,6,0,24,9,0,1,Casual Browsers
U06037,45,iOS,30,6.0,79,19,2,20,5,0,2,Steady Engagers
U06038,33,iOS,28,10.7,84,21,2,14,4,0,2,Steady Engagers
U06039,38,iOS,10,4.9,24,1,0,39,1,1,3,At-Risk/Dormant
U06040,29,Web,10,3.4,22,3,0,34,6,0,3,At-Risk/Dormant
U06041,37,Web,12,3.2,15,1,0,38,5,0,3,At-Risk/Dormant
U06042,36,Android,18,6.5,39,5,0,23,6,0,1,Casual Browsers
U06043,34,iOS,19,5.1,53,11,1,24,6,0,1,Casual Browsers
U06044,53,Android,14,2.3,33,6,0,41,3,0,3,At-Risk/Dormant
U06045,46,iOS,41,14.2,144,37,11,0,20,0,0,Power Users
U06046,40,Web,9,11.1,20,3,0,32,0,0,3,At-Risk/Dormant
U06047,23,Web,10,7.0,29,4,0,23,2,0,3,At-Risk/Dormant
U06048,45,Android,19,12.4,48,12,4,14,15,0,2,Steady Engagers
U06049,26,Android,17,8.5,50,8,3,26,9,0,1,Casual Browsers
U06050,33,Android,21,16.9,56,12,0,14,7,0,2,Steady Engagers
U06051,37,Android,13,4.1,37,2,1,26,10,0,1,Casual Browsers
U06052,24,Android,33,13.3,104,22,6,6,25,0,0,Power Users
U06053,36,Web,18,8.4,43,4,1,30,6,0,1,Casual Browsers
U06054,30,Android,12,5.4,24,1,0,32,1,1,3,At-Risk/Dormant
U06055,58,Android,25,8.4,75,8,2,20,2,0,1,Casual Browsers
U06056,59,iOS,6,5.8,20,3,0,38,5,0,3,At-Risk/Dormant
U06057,18,Android,25,10.7,87,28,4,3,10,0,2,Steady Engagers
U06058,46,Android,10,7.8,28,4,1,26,5,0,1,Casual Browsers
U06059,48,Web,10,4.5,21,3,0,35,9,0,3,At-Risk/Dormant
U06060,36,Android,25,10.4,69,17,1,21,5,0,1,Casual Browsers
U06061,40,Android,15,2.5,42,7,0,30,5,0,3,At-Risk/Dormant
U06062,55,iOS,8,3.0,18,4,0,40,3,1,3,At-Risk/Dormant
U06063,36,Android,18,6.8,44,11,2,25,3,0,1,Casual Browsers
U06064,21,Android,4,0.9,4,0,1,52,3,1,3,At-Risk/Dormant
U06065,35,Android,17,5.3,39,10,0,31,4,0,1,Casual Browsers
U06066,30,Android,11,6.6,24,2,0,30,5,0,3,At-Risk/Dormant
U06067,36,Web,20,17.1,65,16,2,10,16,0,2,Steady Engagers
U06068,29,Android,31,12.5,102,26,0,26,8,0,2,Steady Engagers
U06069,25,Android,7,4.8,19,2,0,32,5,0,3,At-Risk/Dormant
U06070,65,Android,17,8.2,53,10,1,19,3,0,1,Casual Browsers
U06071,24,Web,6,0.5,14,1,0,46,1,0,3,At-Risk/Dormant
U06072,51,Android,21,14.3,58,14,0,14,10,0,2,Steady Engagers
U06073,52,Web,4,2.1,8,1,0,40,5,1,3,At-Risk/Dormant
U06074,47,Android,25,11.4,80,16,4,6,11,0,2,Steady Engagers
U06075,61,Web,18,13.3,62,18,5,16,11,0,2,Steady Engagers
U06076,18,Android,6,4.8,18,2,0,38,6,0,3,At-Risk/Dormant
U06077,32,Android,17,6.4,48,15,0,26,2,0,1,Casual Browsers
U06078,26,iOS,39,19.2,163,47,9,0,11,0,0,Power Users
U06079,45,Android,11,6.2,27,5,0,29,4,0,3,At-Risk/Dormant
U06080,48,iOS,24,15.5,86,21,8,24,10,0,0,Power Users
U06081,61,iOS,25,12.7,88,22,5,27,13,0,2,Steady Engagers
U06082,36,iOS,21,11.2,61,18,5,14,10,0,2,Steady Engagers
U06083,29,Android,7,7.9,14,1,0,31,3,0,3,At-Risk/Dormant
U06084,62,iOS,36,13.0,115,28,4,0,25,0,0,Power Users
U06085,50,Android,25,9.9,86,20,1,20,15,0,2,Steady Engagers
U06086,54,Web,2,2.5,4,1,0,43,0,1,3,At-Risk/Dormant
U06087,39,iOS,13,7.2,23,3,0,30,1,0,3,At-Risk/Dormant
U06088,39,iOS,24,13.0,62,12,2,20,8,0,2,Steady Engagers
U06089,36,Web,10,9.0,19,2,0,37,2,1,3,At-Risk/Dormant
U06090,53,iOS,14,4.2,32,7,1,28,15,0,1,Casual Browsers
U06091,28,iOS,25,13.4,64,13,3,6,11,0,2,Steady Engagers
U06092,64,Android,16,9.3,40,7,1,21,8,0,1,Casual Browsers
U06093,26,iOS,16,10.3,40,6,0,31,5,0,1,Casual Browsers
U06094,40,Android,20,12.7,64,22,5,15,11,0,2,Steady Engagers
U06095,33,Android,15,0.6,16,4,1,35,3,0,3,At-Risk/Dormant
U06096,48,Web,9,3.0,16,2,1,52,3,0,3,At-Risk/Dormant
U06097,50,Android,6,1.1,8,1,0,44,1,0,3,At-Risk/Dormant
U06098,62,iOS,26,13.6,82,21,3,11,10,0,2,Steady Engagers
U06099,55,Android,22,18.1,68,9,0,11,8,0,2,Steady Engagers
U06100,29,Android,14,5.8,36,3,0,36,9,0,1,Casual Browsers
U06101,27,Web,23,15.4,66,16,4,7,17,0,2,Steady Engagers
U06102,60,Android,25,14.6,74,14,2,13,7,0,2,Steady Engagers
U06103,41,iOS,14,7.0,35,4,0,26,6,0,1,Casual Browsers
U06104,22,iOS,22,15.4,66,15,4,14,8,0,2,Steady Engagers
U06105,57,Web,13,3.8,36,8,1,31,2,0,3,At-Risk/Dormant
U06106,49,Android,12,1.7,23,2,0,43,6,1,3,At-Risk/Dormant
U06107,19,iOS,29,15.7,77,20,1,12,12,0,2,Steady Engagers
U06108,55,iOS,16,4.9,30,2,0,38,5,0,3,At-Risk/Dormant
U06109,47,Android,18,7.0,46,11,0,21,6,0,1,Casual Browsers
U06110,47,Android,11,2.9,20,0,0,37,6,0,3,At-Risk/Dormant
U06111,59,Android,11,5.3,28,6,2,36,4,0,3,At-Risk/Dormant
U06112,41,iOS,50,17.0,196,52,9,0,20,0,0,Power Users
U06113,40,Android,32,12.8,96,23,3,10,12,0,2,Steady Engagers
U06114,47,Android,7,4.7,12,1,0,33,5,0,3,At-Risk/Dormant
U06115,27,iOS,19,13.4,39,5,0,24,7,0,1,Casual Browsers
U06116,25,iOS,15,6.8,35,2,0,27,8,1,1,Casual Browsers
U06117,58,Android,20,10.7,69,16,0,19,6,0,1,Casual Browsers
U06118,28,Android,16,10.9,32,3,0,27,4,0,1,Casual Browsers
U06119,42,Android,12,7.4,25,5,1,36,2,0,3,At-Risk/Dormant
U06120,30,iOS,12,8.4,21,3,0,36,11,0,1,Casual Browsers
U06121,29,Web,16,9.3,41,8,2,20,9,1,1,Casual Browsers
U06122,46,iOS,17,13.4,42,9,1,29,9,0,1,Casual Browsers
U06123,56,iOS,29,14.2,86,27,3,10,6,0,2,Steady Engagers
U06124,39,Android,23,11.7,83,20,5,12,8,0,2,Steady Engagers
U06125,24,Web,18,9.6,41,9,1,18,6,0,1,Casual Browsers
U06126,29,Android,27,13.8,81,22,3,12,4,0,2,Steady Engagers
U06127,25,Android,29,13.9,104,29,2,10,8,0,2,Steady Engagers
U06128,60,Android,24,11.9,80,14,1,21,7,0,2,Steady Engagers
U06129,33,Android,8,4.3,25,2,0,31,5,0,3,At-Risk/Dormant
U06130,35,iOS,37,17.0,139,33,8,4,13,0,0,Power Users
U06131,21,Android,11,4.9,28,3,0,29,2,0,3,At-Risk/Dormant
U06132,39,Android,27,12.7,108,26,6,4,7,0,0,Power Users
U06133,61,Android,21,6.0,44,3,1,33,7,0,1,Casual Browsers
U06134,37,Web,27,11.2,84,22,2,13,16,0,2,Steady Engagers
U06135,49,iOS,18,5.9,46,9,0,22,7,0,1,Casual Browsers
U06136,26,Web,4,0.8,12,0,0,49,3,1,3,At-Risk/Dormant
U06137,24,Web,9,5.2,19,2,0,34,4,0,3,At-Risk/Dormant
U06138,53,Web,17,7.0,36,8,1,21,6,0,1,Casual Browsers
U06139,21,iOS,11,5.0,15,2,0,35,4,0,3,At-Risk/Dormant
U06140,39,Android,11,3.6,26,1,0,36,4,1,3,At-Risk/Dormant
U06141,33,Android,22,7.9,58,14,1,20,7,0,1,Casual Browsers
U06142,18,Android,10,7.0,22,2,0,37,2,0,3,At-Risk/Dormant
U06143,43,iOS,17,5.2,46,13,1,21,3,0,1,Casual Browsers
U06144,64,Android,18,8.4,34,8,2,49,7,1,1,Casual Browsers
U06145,21,Android,36,8.6,115,27,6,23,10,0,0,Power Users
U06146,57,iOS,13,3.8,39,6,0,34,4,1,3,At-Risk/Dormant
U06147,43,Android,11,3.9,24,5,0,35,4,1,3,At-Risk/Dormant
U06148,52,Android,20,9.6,55,12,1,18,12,0,1,Casual Browsers
U06149,22,Android,23,10.9,63,14,0,25,6,0,1,Casual Browsers
U06150,59,iOS,28,11.8,99,21,1,11,10,0,2,Steady Engagers
U06151,18,Android,12,4.9,23,5,0,35,3,0,3,At-Risk/Dormant
U06152,61,Android,11,0.5,21,4,0,39,5,1,3,At-Risk/Dormant
U06153,49,Android,20,10.6,70,17,3,14,7,0,2,Steady Engagers
U06154,34,iOS,26,17.4,92,26,4,6,13,0,0,Power Users
U06155,18,Android,27,16.3,102,30,7,8,12,0,0,Power Users
U06156,47,Android,9,9.7,19,4,1,28,4,1,3,At-Risk/Dormant
U06157,22,Web,45,15.0,162,50,10,0,10,0,0,Power Users
U06158,47,Web,10,7.5,19,3,0,43,2,1,3,At-Risk/Dormant
U06159,55,Android,16,10.1,39,11,1,17,16,0,1,Casual Browsers
U06160,30,Android,12,5.9,34,4,1,31,4,0,3,At-Risk/Dormant
U06161,29,Android,14,9.6,37,9,0,19,7,0,1,Casual Browsers
U06162,28,iOS,29,15.4,92,22,1,9,14,0,2,Steady Engagers
U06163,28,Android,8,0.5,18,3,0,39,4,1,3,At-Risk/Dormant
U06164,23,Web,24,9.0,54,8,2,30,14,0,1,Casual Browsers
U06165,29,Web,22,6.9,37,8,0,26,6,0,1,Casual Browsers
U06166,49,iOS,12,7.3,34,2,0,28,9,0,1,Casual Browsers
U06167,32,Android,34,15.4,114,30,5,4,13,0,0,Power Users
U06168,55,Web,17,10.4,35,7,2,41,7,1,1,Casual Browsers
U06169,57,iOS,12,7.1,30,3,1,27,4,0,3,At-Risk/Dormant
U06170,54,iOS,40,15.3,134,44,3,0,21,0,0,Power Users
U06171,43,Android,22,9.4,49,7,0,28,11,0,1,Casual Browsers
U06172,33,iOS,24,13.8,80,27,6,3,13,0,0,Power Users
U06173,62,Web,10,2.5,23,3,0,39,6,1,3,At-Risk/Dormant
U06174,27,Web,14,11.5,33,7,0,32,8,0,1,Casual Browsers
U06175,40,iOS,15,7.8,43,9,0,28,7,0,1,Casual Browsers
U06176,39,iOS,17,3.7,46,11,0,28,5,0,1,Casual Browsers
U06177,53,Android,43,22.5,152,40,4,0,11,0,0,Power Users
U06178,44,iOS,29,13.3,97,35,7,7,17,0,0,Power Users
U06179,56,Web,11,5.1,28,7,0,38,4,1,3,At-Risk/Dormant
U06180,62,iOS,24,8.6,78,18,1,19,6,0,2,Steady Engagers
U06181,36,Android,34,21.9,139,40,8,0,16,0,0,Power Users
U06182,59,Android,29,12.1,107,35,7,8,13,0,0,Power Users
U06183,26,iOS,10,1.4,9,1,0,43,3,1,3,At-Risk/Dormant
U06184,61,Web,6,3.4,12,1,0,49,4,1,3,At-Risk/Dormant
U06185,26,Android,29,7.8,97,17,0,8,10,0,2,Steady Engagers
U06186,58,Android,22,10.8,62,17,1,20,8,0,2,Steady Engagers
U06187,36,Web,21,11.1,62,16,4,24,10,0,2,Steady Engagers
U06188,64,iOS,25,12.9,67,19,4,20,11,0,2,Steady Engagers
U06189,24,Android,18,6.0,40,8,1,35,8,0,1,Casual Browsers
U06190,40,Android,24,17.9,84,21,6,7,9,0,2,Steady Engagers
U06191,61,Android,19,10.1,46,12,1,19,3,0,1,Casual Browsers
U06192,20,Android,9,6.4,15,0,0,43,4,0,3,At-Risk/Dormant
U06193,30,iOS,15,7.4,33,6,0,29,5,0,1,Casual Browsers
U06194,22,iOS,30,14.9,117,27,5,2,13,0,0,Power Users
U06195,33,iOS,40,14.4,142,42,2,6,21,0,0,Power Users
U06196,36,iOS,24,5.9,81,21,3,9,8,0,2,Steady Engagers
U06197,47,Android,23,8.1,58,4,0,19,9,0,1,Casual Browsers
U06198,30,Android,3,6.0,7,1,0,40,1,1,3,At-Risk/Dormant
U06199,25,Android,10,2.2,26,0,0,34,6,0,3,At-Risk/Dormant
U06200,26,Android,23,9.1,52,7,0,19,7,0,1,Casual Browsers
U06201,63,iOS,29,13.3,108,36,6,0,18,0,0,Power Users
U06202,63,Android,4,0.5,6,0,0,41,6,1,3,At-Risk/Dormant
U06203,28,iOS,26,13.1,99,29,5,12,5,0,2,Steady Engagers
U06204,27,Android,4,4.7,8,0,0,46,3,1,3,At-Risk/Dormant
U06205,20,Android,32,13.2,119,38,5,8,5,0,0,Power Users
U06206,64,Android,24,11.4,84,17,4,8,9,0,2,Steady Engagers
U06207,51,iOS,23,9.1,62,12,2,24,6,0,1,Casual Browsers
U06208,54,iOS,34,10.8,116,29,6,17,7,0,0,Power Users
U06209,31,Web,20,7.1,47,8,1,23,8,0,1,Casual Browsers
U06210,48,Android,19,4.5,41,7,0,33,5,0,1,Casual Browsers
U06211,20,iOS,6,5.4,12,3,0,40,2,0,3,At-Risk/Dormant
U06212,50,iOS,19,10.8,54,10,2,19,9,0,1,Casual Browsers
U06213,45,Android,18,8.0,41,7,2,22,10,0,1,Casual Browsers
U06214,33,Android,33,14.5,93,20,2,7,12,0,2,Steady Engagers
U06215,52,Android,30,10.7,94,28,6,9,8,0,0,Power Users
U06216,49,Android,37,21.6,156,53,12,0,25,0,0,Power Users
U06217,39,Web,6,6.3,14,3,0,50,1,1,3,At-Risk/Dormant
U06218,26,Android,32,17.6,116,36,5,4,16,0,0,Power Users
U06219,19,iOS,28,8.2,75,10,0,21,7,0,1,Casual Browsers
U06220,63,iOS,14,3.6,29,5,0,41,8,0,3,At-Risk/Dormant
U06221,31,Android,31,11.1,96,25,8,8,9,0,0,Power Users
U06222,32,iOS,19,6.6,42,10,2,28,10,0,1,Casual Browsers
U06223,50,Android,21,14.0,57,12,0,15,15,0,2,Steady Engagers
U06224,30,iOS,10,0.5,18,2,0,48,1,1,3,At-Risk/Dormant
U06225,36,Android,30,15.6,96,23,2,12,11,0,2,Steady Engagers
U06226,52,Android,20,8.8,58,14,1,22,6,0,1,Casual Browsers
U06227,46,Android,16,10.7,35,5,0,26,5,0,1,Casual Browsers
U06228,49,iOS,10,9.5,18,1,1,30,5,0,3,At-Risk/Dormant
U06229,18,iOS,25,11.6,59,9,1,23,5,0,1,Casual Browsers
U06230,39,iOS,14,9.8,29,2,0,26,7,1,1,Casual Browsers
U06231,40,Android,12,3.5,32,1,0,42,5,0,3,At-Risk/Dormant
U06232,48,Web,3,0.5,2,0,0,49,0,1,3,At-Risk/Dormant
U06233,25,Android,15,3.6,38,5,0,31,4,0,3,At-Risk/Dormant
U06234,25,Web,9,7.1,29,5,0,34,5,1,3,At-Risk/Dormant
U06235,54,iOS,22,12.9,52,10,4,31,12,0,2,Steady Engagers
U06236,50,iOS,20,9.3,61,13,1,17,5,0,1,Casual Browsers
U06237,56,Android,7,6.5,10,0,1,47,1,1,3,At-Risk/Dormant
U06238,30,iOS,19,15.4,63,14,4,25,9,0,2,Steady Engagers
U06239,65,iOS,7,1.0,25,3,0,42,4,1,3,At-Risk/Dormant
U06240,31,Android,12,7.5,22,3,0,33,6,0,3,At-Risk/Dormant
U06241,49,iOS,30,13.2,91,27,6,9,17,0,0,Power Users
U06242,25,Android,11,10.2,20,3,0,29,2,0,3,At-Risk/Dormant
U06243,62,iOS,8,5.7,13,2,0,37,1,0,3,At-Risk/Dormant
U06244,33,iOS,12,10.4,21,0,0,48,1,1,3,At-Risk/Dormant
U06245,56,Web,19,9.3,62,10,4,20,9,0,2,Steady Engagers
U06246,33,iOS,38,17.3,154,50,12,0,14,0,0,Power Users
U06247,55,Android,22,12.7,68,13,2,23,4,0,1,Casual Browsers
U06248,39,iOS,16,8.6,35,5,0,28,3,0,1,Casual Browsers
U06249,20,Android,11,9.9,19,4,0,30,7,0,1,Casual Browsers
U06250,27,iOS,32,13.7,109,28,4,4,15,0,0,Power Users
U06251,50,iOS,12,7.1,21,2,0,43,5,1,3,At-Risk/Dormant
U06252,27,iOS,14,8.3,43,9,1,17,11,0,1,Casual Browsers
U06253,31,Android,28,5.5,85,19,4,19,8,0,2,Steady Engagers
U06254,44,Android,5,5.4,13,1,0,49,4,1,3,At-Risk/Dormant
U06255,30,iOS,10,9.3,23,6,0,38,4,0,3,At-Risk/Dormant
U06256,24,Android,24,14.1,77,18,2,10,11,0,2,Steady Engagers
U06257,47,Android,17,7.8,49,12,3,23,6,0,1,Casual Browsers
U06258,51,Android,21,8.7,55,10,2,22,11,0,1,Casual Browsers
U06259,53,iOS,27,10.0,76,12,1,16,9,0,2,Steady Engagers
U06260,63,Android,19,7.7,43,7,1,19,7,0,1,Casual Browsers
U06261,23,iOS,14,5.1,45,7,0,37,3,0,3,At-Risk/Dormant
U06262,38,Web,10,6.2,20,4,1,33,5,1,3,At-Risk/Dormant
U06263,29,iOS,21,12.1,53,16,3,14,6,0,2,Steady Engagers
U06264,61,Android,29,10.0,94,21,2,15,8,0,2,Steady Engagers
U06265,43,Android,5,0.5,5,0,0,43,1,1,3,At-Risk/Dormant
U06266,22,Android,7,3.6,22,0,0,54,3,1,3,At-Risk/Dormant
U06267,51,iOS,24,11.3,81,24,5,19,17,0,2,Steady Engagers
U06268,20,iOS,16,10.9,51,9,2,22,6,0,1,Casual Browsers
U06269,31,Android,11,2.8,22,3,0,36,4,0,3,At-Risk/Dormant
U06270,52,Android,33,15.8,114,28,7,5,13,0,0,Power Users
U06271,42,Android,4,3.8,6,0,0,47,3,1,3,At-Risk/Dormant
U06272,54,Android,45,19.1,160,47,11,2,13,0,0,Power Users
U06273,45,Web,7,1.4,12,0,0,45,2,0,3,At-Risk/Dormant
U06274,58,Android,13,4.6,25,3,1,32,5,0,3,At-Risk/Dormant
U06275,45,Android,18,6.2,40,6,0,28,6,0,1,Casual Browsers
U06276,20,Android,29,12.4,86,19,3,12,11,0,2,Steady Engagers
U06277,21,Android,17,11.8,31,5,0,27,9,0,1,Casual Browsers
U06278,55,Android,4,0.9,11,2,0,47,0,1,3,At-Risk/Dormant
U06279,19,Android,30,17.1,75,18,1,10,15,0,2,Steady Engagers
U06280,36,Android,21,10.6,53,12,1,23,12,0,1,Casual Browsers
U06281,18,Android,24,9.6,62,10,1,20,7,0,1,Casual Browsers
U06282,32,iOS,18,5.1,43,6,0,27,3,0,1,Casual Browsers
U06283,46,iOS,13,4.1,32,6,0,38,1,0,3,At-Risk/Dormant
U06284,26,Android,22,11.4,67,16,1,18,6,0,2,Steady Engagers
U06285,40,Web,19,8.8,67,14,0,20,5,0,1,Casual Browsers
U06286,65,Android,18,11.3,56,12,3,19,8,0,1,Casual Browsers
U06287,21,Web,5,7.5,5,0,0,44,2,1,3,At-Risk/Dormant
U06288,21,Web,13,9.8,27,4,0,34,1,0,3,At-Risk/Dormant
U06289,31,Android,26,11.0,72,12,2,16,11,0,2,Steady Engagers
U06290,57,Android,22,9.1,73,20,3,21,5,0,2,Steady Engagers
U06291,37,Web,26,9.7,88,20,3,10,8,0,2,Steady Engagers
U06292,48,Android,4,4.6,6,1,0,43,2,1,3,At-Risk/Dormant
U06293,19,Android,25,16.4,88,19,3,15,11,0,2,Steady Engagers
U06294,53,iOS,33,19.4,130,34,2,21,11,0,0,Power Users
U06295,21,iOS,28,10.7,80,18,1,19,12,0,2,Steady Engagers
U06296,52,Web,14,4.2,26,3,0,27,4,1,3,At-Risk/Dormant
U06297,25,iOS,27,11.5,75,16,2,16,7,0,2,Steady Engagers
U06298,59,Web,16,10.5,46,10,0,25,8,0,1,Casual Browsers
U06299,32,iOS,23,9.6,73,12,0,23,11,0,1,Casual Browsers
U06300,26,iOS,27,15.6,84,31,5,6,17,0,0,Power Users
U06301,34,iOS,34,15.4,112,25,3,11,8,0,2,Steady Engagers
U06302,18,Web,23,11.2,58,5,0,25,4,0,1,Casual Browsers
U06303,25,Web,1,2.1,5,0,0,57,3,1,3,At-Risk/Dormant
U06304,46,Web,14,5.5,22,3,1,31,3,1,3,At-Risk/Dormant
U06305,32,iOS,23,5.3,53,8,2,21,7,0,1,Casual Browsers
U06306,34,iOS,11,8.7,35,5,0,33,4,1,3,At-Risk/Dormant
U06307,56,Android,30,11.8,114,34,2,27,15,0,2,Steady Engagers
U06308,23,Web,20,3.7,56,8,0,25,8,0,1,Casual Browsers
U06309,37,Android,14,6.9,37,7,1,27,7,0,1,Casual Browsers
U06310,26,Android,32,16.3,126,37,6,4,15,0,0,Power Users
U06311,41,Android,11,9.5,28,5,0,27,4,0,1,Casual Browsers
U06312,33,iOS,39,15.9,151,45,9,0,12,0,0,Power Users
U06313,20,iOS,30,12.6,80,23,3,8,16,0,2,Steady Engagers
U06314,21,Android,15,8.0,33,4,0,28,4,0,1,Casual Browsers
U06315,58,Android,13,3.3,28,7,1,35,5,0,3,At-Risk/Dormant
U06316,20,Android,5,1.1,10,0,0,43,2,1,3,At-Risk/Dormant
U06317,55,Android,25,14.9,85,17,1,9,14,0,2,Steady Engagers
U06318,61,Android,21,8.5,54,12,2,30,8,0,1,Casual Browsers
U06319,40,iOS,9,6.0,23,2,0,42,2,1,3,At-Risk/Dormant
U06320,32,Android,39,16.7,150,53,8,0,17,0,0,Power Users
U06321,55,Android,31,12.5,106,26,5,8,10,0,0,Power Users
U06322,65,Android,25,11.5,69,15,2,14,8,0,2,Steady Engagers
U06323,23,iOS,15,5.8,37,7,0,29,7,0,1,Casual Browsers
U06324,64,Web,6,3.4,8,0,0,38,5,1,3,At-Risk/Dormant
U06325,63,Android,10,5.5,20,2,0,33,0,1,3,At-Risk/Dormant
U06326,24,Android,35,11.6,125,36,6,1,12,0,0,Power Users
U06327,20,iOS,18,6.7,54,11,1,26,3,0,1,Casual Browsers
U06328,52,Android,18,14.5,64,13,1,41,9,0,1,Casual Browsers
U06329,21,Web,2,5.0,5,1,0,44,0,0,3,At-Risk/Dormant
U06330,46,Web,27,8.7,70,16,1,13,10,0,2,Steady Engagers
U06331,21,iOS,42,14.0,147,35,7,0,18,0,0,Power Users
U06332,51,Web,21,10.4,70,10,1,25,8,0,1,Casual Browsers
U06333,29,Android,11,8.7,18,3,0,30,3,0,3,At-Risk/Dormant
U06334,22,Android,31,13.0,106,35,6,17,9,0,0,Power Users
U06335,21,Android,14,0.5,29,7,1,34,4,1,3,At-Risk/Dormant
U06336,27,Android,15,6.2,30,6,0,30,6,0,1,Casual Browsers
U06337,43,Android,11,1.7,22,2,0,35,4,1,3,At-Risk/Dormant
U06338,21,iOS,22,13.4,55,8,1,21,12,0,2,Steady Engagers
